avg_win,discard_strategy,draw_strategy,elapsed_seconds,knock_strategy,notes,player_number,rounds,seed,sim_id,start_time,var_win,wins
-1.74,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,51.201963,Knock at 60,"Finding best strategy against an opponent that never knocks (unless perfect score), with 'near run/sets' drawing and discarding strategies",1.0,100.0,1010.0,71.0,2020-06-28 22:24:40,404.8724,43.0
10.32,Discard Highest Useless,Pile if Completes,724.97712,Knock at 0,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10000.0,72.0,2020-06-28 23:34:19,492.4176,55.0
-10.32,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,724.97712,Knock at 0,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10000.0,72.0,2020-06-28 23:34:19,492.4176,39.0
16.78,Discard Highest Useless,Pile if Completes,603.434532,Knock at 5,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10001.0,73.0,2020-06-28 23:46:24,408.55159999999984,72.0
-16.78,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,603.434532,Knock at 5,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10001.0,73.0,2020-06-28 23:46:24,408.55159999999984,23.0
22.41,Discard Highest Useless,Pile if Completes,356.403518,Knock at 10,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10002.0,74.0,2020-06-28 23:56:28,507.72189999999983,85.0
-22.41,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,356.403518,Knock at 10,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10002.0,74.0,2020-06-28 23:56:28,507.72189999999983,14.0
15.93,Discard Highest Useless,Pile if Completes,250.174756,Knock at 15,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10003.0,75.0,2020-06-29 00:02:24,502.1651,77.0
-15.93,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,250.174756,Knock at 15,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10003.0,75.0,2020-06-29 00:02:24,502.1651,23.0
21.09,Discard Highest Useless,Pile if Completes,199.88619599999998,Knock at 20,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10004.0,76.0,2020-06-29 00:06:34,482.4419,82.0
-21.09,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,199.88619599999998,Knock at 20,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10004.0,76.0,2020-06-29 00:06:34,482.4419,18.0
12.96,Discard Highest Useless,Pile if Completes,166.80268700000005,Knock at 25,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10005.0,77.0,2020-06-29 00:09:54,508.7184,71.0
-12.96,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,166.80268700000005,Knock at 25,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10005.0,77.0,2020-06-29 00:09:54,508.7184,28.0
13.17,Discard Highest Useless,Pile if Completes,122.653764,Knock at 30,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10006.0,78.0,2020-06-29 00:12:41,554.6611,77.0
-13.17,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,122.653764,Knock at 30,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10006.0,78.0,2020-06-29 00:12:41,554.6611,23.0
9.61,Discard Highest Useless,Pile if Completes,88.213996,Knock at 35,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10007.0,79.0,2020-06-29 00:14:44,349.7579,69.0
-9.61,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,88.213996,Knock at 35,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10007.0,79.0,2020-06-29 00:14:44,349.7579,31.0
7.83,Discard Highest Useless,Pile if Completes,67.797586,Knock at 40,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10008.0,80.0,2020-06-29 00:16:12,352.50109999999995,65.0
-7.83,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,67.797586,Knock at 40,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10008.0,80.0,2020-06-29 00:16:12,352.50109999999995,32.0
0.71,Discard Highest Useless,Pile if Completes,57.782401,Knock at 45,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10009.0,81.0,2020-06-29 00:17:20,262.1059,52.0
-0.71,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,57.782401,Knock at 45,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10009.0,81.0,2020-06-29 00:17:20,262.1059,46.0
-1.64,Discard Highest Useless,Pile if Completes,45.68175,Knock at 50,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10010.0,82.0,2020-06-29 00:18:17,291.3104,46.0
1.64,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,45.68175,Knock at 50,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10010.0,82.0,2020-06-29 00:18:17,291.3104,48.0
5.19,Discard Highest Useless,Pile if Completes,41.929772,Knock at 55,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10011.0,83.0,2020-06-29 00:19:03,287.61390000000006,60.0
-5.19,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,41.929772,Knock at 55,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10011.0,83.0,2020-06-29 00:19:03,287.61390000000006,39.0
-1.22,Discard Highest Useless,Pile if Completes,45.791525,Knock at 60,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,0.0,100.0,10012.0,84.0,2020-06-29 00:19:45,284.0316,45.0
1.22,Discard Highest Non-Near Runs and Sets,Half Length Near Runs and Sets Draw From Pile,45.791525,Knock at 60,Testing the more conservative pile and discard strategy vs the more aggressive near runs/sets pile and discard strategy. Knock values will be same for both players,1.0,100.0,10012.0,84.0,2020-06-29 00:19:45,284.0316,53.0
0.83,Discard Highest Useless,Pile if Completes,313.018631,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,85.0,2020-06-29 17:44:17,160.1811,48.0
-0.83,Discard Highest Useless,Pile if Completes,313.018631,Knock at 5,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,85.0,2020-06-29 17:44:17,160.1811,42.0
0.53,Discard Highest Useless,Pile if Completes,285.743138,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,86.0,2020-06-29 17:49:30,170.56910000000005,51.0
-0.53,Discard Highest Useless,Pile if Completes,285.743138,Knock at 10,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,86.0,2020-06-29 17:49:30,170.56910000000005,46.0
-0.81,Discard Highest Useless,Pile if Completes,231.472837,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,87.0,2020-06-29 17:54:16,190.33390000000003,48.0
0.81,Discard Highest Useless,Pile if Completes,231.472837,Knock at 15,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,87.0,2020-06-29 17:54:16,190.33390000000003,47.0
0.71,Discard Highest Useless,Pile if Completes,212.049984,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,88.0,2020-06-29 17:58:07,215.3459,60.0
-0.71,Discard Highest Useless,Pile if Completes,212.049984,Knock at 20,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,88.0,2020-06-29 17:58:07,215.3459,39.0
1.59,Discard Highest Useless,Pile if Completes,179.87192199999996,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,89.0,2020-06-29 18:01:40,211.1219,56.0
-1.59,Discard Highest Useless,Pile if Completes,179.87192199999996,Knock at 25,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,89.0,2020-06-29 18:01:40,211.1219,41.0
2.63,Discard Highest Useless,Pile if Completes,158.13416,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,90.0,2020-06-29 18:04:39,262.73310000000004,60.0
-2.63,Discard Highest Useless,Pile if Completes,158.13416,Knock at 30,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,90.0,2020-06-29 18:04:39,262.73310000000004,39.0
3.72,Discard Highest Useless,Pile if Completes,130.760639,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,91.0,2020-06-29 18:07:18,293.1216,59.0
-3.72,Discard Highest Useless,Pile if Completes,130.760639,Knock at 35,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,91.0,2020-06-29 18:07:18,293.1216,39.0
4.8,Discard Highest Useless,Pile if Completes,104.37203199999999,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,92.0,2020-06-29 18:09:28,317.5800000000001,59.0
-4.8,Discard Highest Useless,Pile if Completes,104.37203199999999,Knock at 40,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,92.0,2020-06-29 18:09:28,317.5800000000001,40.0
3.68,Discard Highest Useless,Pile if Completes,90.470733,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,93.0,2020-06-29 18:11:13,323.0776,55.0
-3.68,Discard Highest Useless,Pile if Completes,90.470733,Knock at 45,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,93.0,2020-06-29 18:11:13,323.0776,44.0
7.09,Discard Highest Useless,Pile if Completes,67.35468,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,94.0,2020-06-29 18:12:43,372.26190000000014,62.0
-7.09,Discard Highest Useless,Pile if Completes,67.35468,Knock at 50,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,94.0,2020-06-29 18:12:43,372.26190000000014,37.0
8.91,Discard Highest Useless,Pile if Completes,60.999388,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,95.0,2020-06-29 18:13:51,413.9419,66.0
-8.91,Discard Highest Useless,Pile if Completes,60.999388,Knock at 55,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,95.0,2020-06-29 18:13:51,413.9419,33.0
7.93,Discard Highest Useless,Pile if Completes,45.479997999999995,Knock at 5,Completing the grid search on constant knock strategies.,0.0,100.0,1313.0,96.0,2020-06-29 18:14:52,401.9850999999999,63.0
-7.93,Discard Highest Useless,Pile if Completes,45.479997999999995,Knock at 60,Completing the grid search on constant knock strategies.,1.0,100.0,1313.0,96.0,2020-06-29 18:14:52,401.9850999999999,35.0
0.36,Discard Highest Useless,Pile if Completes,238.846795,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,97.0,2020-06-29 18:15:37,194.5504,46.0
-0.36,Discard Highest Useless,Pile if Completes,238.846795,Knock at 10,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,97.0,2020-06-29 18:15:37,194.5504,52.0
-1.63,Discard Highest Useless,Pile if Completes,224.326188,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,98.0,2020-06-29 18:19:36,139.65310000000005,40.0
1.63,Discard Highest Useless,Pile if Completes,224.326188,Knock at 15,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,98.0,2020-06-29 18:19:36,139.65310000000005,57.0
-2.47,Discard Highest Useless,Pile if Completes,178.675448,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,99.0,2020-06-29 18:23:20,179.80909999999997,40.0
2.47,Discard Highest Useless,Pile if Completes,178.675448,Knock at 20,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,99.0,2020-06-29 18:23:20,179.80909999999997,58.0
-3.61,Discard Highest Useless,Pile if Completes,154.349955,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,100.0,2020-06-29 18:26:19,182.6979,38.0
3.61,Discard Highest Useless,Pile if Completes,154.349955,Knock at 25,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,100.0,2020-06-29 18:26:19,182.6979,59.0
-2.01,Discard Highest Useless,Pile if Completes,125.768527,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,101.0,2020-06-29 18:28:53,199.6099,45.0
2.01,Discard Highest Useless,Pile if Completes,125.768527,Knock at 30,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,101.0,2020-06-29 18:28:53,199.6099,55.0
-0.83,Discard Highest Useless,Pile if Completes,110.832305,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,102.0,2020-06-29 18:30:59,254.2811,49.0
0.83,Discard Highest Useless,Pile if Completes,110.832305,Knock at 35,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,102.0,2020-06-29 18:30:59,254.2811,51.0
-0.72,Discard Highest Useless,Pile if Completes,96.060735,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,103.0,2020-06-29 18:32:50,259.06160000000006,47.0
0.72,Discard Highest Useless,Pile if Completes,96.060735,Knock at 40,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,103.0,2020-06-29 18:32:50,259.06160000000006,51.0
1.9,Discard Highest Useless,Pile if Completes,81.63559599999998,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,104.0,2020-06-29 18:34:26,290.5300000000001,51.0
-1.9,Discard Highest Useless,Pile if Completes,81.63559599999998,Knock at 45,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,104.0,2020-06-29 18:34:26,290.5300000000001,47.0
2.9,Discard Highest Useless,Pile if Completes,70.259183,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,105.0,2020-06-29 18:35:48,267.93000000000006,53.0
-2.9,Discard Highest Useless,Pile if Completes,70.259183,Knock at 50,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,105.0,2020-06-29 18:35:48,267.93000000000006,43.0
3.68,Discard Highest Useless,Pile if Completes,56.85341500000001,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,106.0,2020-06-29 18:36:58,289.9176,54.0
-3.68,Discard Highest Useless,Pile if Completes,56.85341500000001,Knock at 55,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,106.0,2020-06-29 18:36:58,289.9176,43.0
5.43,Discard Highest Useless,Pile if Completes,45.407677,Knock at 10,Completing the grid search on constant knock strategies.,0.0,100.0,1314.0,107.0,2020-06-29 18:37:55,294.8651,61.0
-5.43,Discard Highest Useless,Pile if Completes,45.407677,Knock at 60,Completing the grid search on constant knock strategies.,1.0,100.0,1314.0,107.0,2020-06-29 18:37:55,294.8651,37.0
2.51,Discard Highest Useless,Pile if Completes,177.647199,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,108.0,2020-06-29 18:38:40,270.5699000000001,54.0
-2.51,Discard Highest Useless,Pile if Completes,177.647199,Knock at 15,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,108.0,2020-06-29 18:38:40,270.5699000000001,43.0
1.08,Discard Highest Useless,Pile if Completes,158.716437,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,109.0,2020-06-29 18:41:38,269.0936,49.0
-1.08,Discard Highest Useless,Pile if Completes,158.716437,Knock at 20,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,109.0,2020-06-29 18:41:38,269.0936,49.0
0.89,Discard Highest Useless,Pile if Completes,134.314387,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,110.0,2020-06-29 18:44:17,322.9179000000001,53.0
-0.89,Discard Highest Useless,Pile if Completes,134.314387,Knock at 25,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,110.0,2020-06-29 18:44:17,322.9179000000001,44.0
1.29,Discard Highest Useless,Pile if Completes,113.209802,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,111.0,2020-06-29 18:46:31,295.18589999999995,54.0
-1.29,Discard Highest Useless,Pile if Completes,113.209802,Knock at 30,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,111.0,2020-06-29 18:46:31,295.18589999999995,45.0
2.06,Discard Highest Useless,Pile if Completes,102.304073,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,112.0,2020-06-29 18:48:24,294.73639999999995,60.0
-2.06,Discard Highest Useless,Pile if Completes,102.304073,Knock at 35,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,112.0,2020-06-29 18:48:24,294.73639999999995,40.0
2.89,Discard Highest Useless,Pile if Completes,83.289489,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,113.0,2020-06-29 18:50:07,323.6579000000001,58.0
-2.89,Discard Highest Useless,Pile if Completes,83.289489,Knock at 40,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,113.0,2020-06-29 18:50:07,323.6579000000001,42.0
3.28,Discard Highest Useless,Pile if Completes,69.56287900000001,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,114.0,2020-06-29 18:51:30,378.8016,56.0
-3.28,Discard Highest Useless,Pile if Completes,69.56287900000001,Knock at 45,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,114.0,2020-06-29 18:51:30,378.8016,42.0
4.19,Discard Highest Useless,Pile if Completes,60.432382,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,115.0,2020-06-29 18:52:39,318.8539,59.0
-4.19,Discard Highest Useless,Pile if Completes,60.432382,Knock at 50,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,115.0,2020-06-29 18:52:39,318.8539,39.0
4.35,Discard Highest Useless,Pile if Completes,53.887337,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,116.0,2020-06-29 18:53:40,387.5675,57.0
-4.35,Discard Highest Useless,Pile if Completes,53.887337,Knock at 55,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,116.0,2020-06-29 18:53:40,387.5675,41.0
5.14,Discard Highest Useless,Pile if Completes,43.415166,Knock at 15,Completing the grid search on constant knock strategies.,0.0,100.0,1315.0,117.0,2020-06-29 18:54:34,353.94039999999984,62.0
-5.14,Discard Highest Useless,Pile if Completes,43.415166,Knock at 60,Completing the grid search on constant knock strategies.,1.0,100.0,1315.0,117.0,2020-06-29 18:54:34,353.94039999999984,36.0
-0.79,Discard Highest Useless,Pile if Completes,144.234798,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,118.0,2020-06-29 18:55:17,232.0259,42.0
0.79,Discard Highest Useless,Pile if Completes,144.234798,Knock at 20,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,118.0,2020-06-29 18:55:17,232.0259,53.0
-1.5,Discard Highest Useless,Pile if Completes,126.163491,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,119.0,2020-06-29 18:57:41,258.31,45.0
1.5,Discard Highest Useless,Pile if Completes,126.163491,Knock at 25,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,119.0,2020-06-29 18:57:41,258.31,51.0
0.68,Discard Highest Useless,Pile if Completes,110.20916000000001,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,120.0,2020-06-29 18:59:48,284.8576,50.0
-0.68,Discard Highest Useless,Pile if Completes,110.20916000000001,Knock at 30,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,120.0,2020-06-29 18:59:48,284.8576,47.0
0.55,Discard Highest Useless,Pile if Completes,101.367073,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,121.0,2020-06-29 19:01:38,266.44750000000005,48.0
-0.55,Discard Highest Useless,Pile if Completes,101.367073,Knock at 35,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,121.0,2020-06-29 19:01:38,266.44750000000005,48.0
0.77,Discard Highest Useless,Pile if Completes,86.170047,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,122.0,2020-06-29 19:03:19,265.4570999999999,53.0
-0.77,Discard Highest Useless,Pile if Completes,86.170047,Knock at 40,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,122.0,2020-06-29 19:03:19,265.4570999999999,43.0
0.03,Discard Highest Useless,Pile if Completes,68.41094,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,123.0,2020-06-29 19:04:45,245.7091,48.0
-0.03,Discard Highest Useless,Pile if Completes,68.41094,Knock at 45,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,123.0,2020-06-29 19:04:45,245.7091,49.0
4.72,Discard Highest Useless,Pile if Completes,60.208018,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,124.0,2020-06-29 19:05:54,269.82160000000005,57.0
-4.72,Discard Highest Useless,Pile if Completes,60.208018,Knock at 50,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,124.0,2020-06-29 19:05:54,269.82160000000005,40.0
5.45,Discard Highest Useless,Pile if Completes,46.093687,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,125.0,2020-06-29 19:06:54,293.7675,57.0
-5.45,Discard Highest Useless,Pile if Completes,46.093687,Knock at 55,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,125.0,2020-06-29 19:06:54,293.7675,39.0
6.2,Discard Highest Useless,Pile if Completes,35.133338,Knock at 20,Completing the grid search on constant knock strategies.,0.0,100.0,1316.0,126.0,2020-06-29 19:07:40,277.0799999999999,59.0
-6.2,Discard Highest Useless,Pile if Completes,35.133338,Knock at 60,Completing the grid search on constant knock strategies.,1.0,100.0,1316.0,126.0,2020-06-29 19:07:40,277.0799999999999,37.0
1.66,Discard Highest Useless,Pile if Completes,121.607114,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,127.0,2020-06-29 19:08:15,190.32440000000003,50.0
-1.66,Discard Highest Useless,Pile if Completes,121.607114,Knock at 25,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,127.0,2020-06-29 19:08:15,190.32440000000003,50.0
-0.35,Discard Highest Useless,Pile if Completes,104.685138,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,128.0,2020-06-29 19:10:17,243.6475,51.0
0.35,Discard Highest Useless,Pile if Completes,104.685138,Knock at 30,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,128.0,2020-06-29 19:10:17,243.6475,46.0
-0.26,Discard Highest Useless,Pile if Completes,88.11188100000004,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,129.0,2020-06-29 19:12:02,260.9524,48.0
0.26,Discard Highest Useless,Pile if Completes,88.11188100000004,Knock at 35,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,129.0,2020-06-29 19:12:02,260.9524,52.0
-2.58,Discard Highest Useless,Pile if Completes,74.471522,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,130.0,2020-06-29 19:13:30,275.9236,43.0
2.58,Discard Highest Useless,Pile if Completes,74.471522,Knock at 40,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,130.0,2020-06-29 19:13:30,275.9236,55.0
-1.16,Discard Highest Useless,Pile if Completes,63.50183199999999,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,131.0,2020-06-29 19:14:44,289.0743999999999,45.0
1.16,Discard Highest Useless,Pile if Completes,63.50183199999999,Knock at 45,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,131.0,2020-06-29 19:14:44,289.0743999999999,53.0
0.58,Discard Highest Useless,Pile if Completes,53.299491,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,132.0,2020-06-29 19:15:48,331.7036,49.0
-0.58,Discard Highest Useless,Pile if Completes,53.299491,Knock at 50,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,132.0,2020-06-29 19:15:48,331.7036,50.0
1.88,Discard Highest Useless,Pile if Completes,44.419041,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,133.0,2020-06-29 19:16:41,338.2656000000001,50.0
-1.88,Discard Highest Useless,Pile if Completes,44.419041,Knock at 55,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,133.0,2020-06-29 19:16:41,338.2656000000001,49.0
2.6,Discard Highest Useless,Pile if Completes,38.732103,Knock at 25,Completing the grid search on constant knock strategies.,0.0,100.0,1317.0,134.0,2020-06-29 19:17:25,368.32000000000005,50.0
-2.6,Discard Highest Useless,Pile if Completes,38.732103,Knock at 60,Completing the grid search on constant knock strategies.,1.0,100.0,1317.0,134.0,2020-06-29 19:17:25,368.32000000000005,49.0
-0.18,Discard Highest Useless,Pile if Completes,94.169178,Knock at 30,Completing the grid search on constant knock strategies.,0.0,100.0,1318.0,135.0,2020-06-29 19:18:04,213.4476,47.0
0.18,Discard Highest Useless,Pile if Completes,94.169178,Knock at 30,Completing the grid search on constant knock strategies.,1.0,100.0,1318.0,135.0,2020-06-29 19:18:04,213.4476,52.0
-0.52,Discard Highest Useless,Pile if Completes,81.40557700000002,Knock at 30,Completing the grid search on constant knock strategies.,0.0,100.0,1318.0,136.0,2020-06-29 19:19:38,285.84960000000007,47.0
0.52,Discard Highest Useless,Pile if Completes,81.40557700000002,Knock at 35,Completing the grid search on constant knock strategies.,1.0,100.0,1318.0,136.0,2020-06-29 19:19:38,285.84960000000007,51.0
-0.21,Discard Highest Useless,Pile if Completes,74.521798,Knock at 30,Completing the grid search on constant knock strategies.,0.0,100.0,1318.0,137.0,2020-06-29 19:21:00,277.2259,52.0
0.21,Discard Highest Useless,Pile if Completes,74.521798,Knock at 40,Completing the grid search on constant knock strategies.,1.0,100.0,1318.0,137.0,2020-06-29 19:21:00,277.2259,45.0
2.13,Discard Highest Useless,Pile if Completes,62.396777,Knock at 30,Completing the grid search on constant knock strategies.,0.0,100.0,1318.0,138.0,2020-06-29 19:22:14,300.13310000000007,57.0
-2.13,Discard Highest Useless,Pile if Completes,62.396777,Knock at 45,Completing the grid search on constant knock strategies.,1.0,100.0,1318.0,138.0,2020-06-29 19:22:14,300.13310000000007,42.0
2.54,Discard Highest Useless,Pile if Completes,51.354441,Knock at 30,Completing the grid search on constant knock strategies.,0.0,100.0,1318.0,139.0,2020-06-29 19:23:17,285.1084,58.0
-2.54,Discard Highest Useless,Pile if Completes,51.354441,Knock at 50,Completing the grid search on constant knock strategies.,1.0,100.0,1318.0,139.0,2020-06-29 19:23:17,285.1084,41.0
