Rank,slope
A,0.001891972499999998
A-,0.00298452083333334
B+,-1.079900000000014e-4
B,1.1619187500000011e-4
B-,5.43865000000002e-4
C+,-1.3666666666666566e-4
C,-5.478017647058774e-4
C-,-1.6530181818181792e-4
NA,-1.0607786163522282e-5
S,-0.0014072775000000006
A+,1.1075285714285596e-4
A,0.003443544166666665
A-,-0.0014808425000000039
B+,0.002730549999999998
B,-6.323318749999989e-4
B-,4.5372700000000153e-4
C+,0.0015467299999999983
C,-0.0011864594117647002
C-,-1.4591636363636392e-4
NA,5.017040251572384e-5
S,-0.009210957499999997
A+,5.09847142857145e-4
A,-0.0019144791666666696
A-,7.101008333333293e-4
B+,0.0017450649999999996
B,-2.844631249999987e-4
B-,-4.4905499999999806e-4
C+,1.4393666666666477e-4
C,8.4395117647059e-4
C-,-4.0420000000000023e-4
NA,-1.1087132075472094e-5
S,0.011279462499999999
A+,-0.00652256428571428
A,-3.5549583333332996e-4
A-,0.0023410458333333363
B+,-7.366849999999976e-4
B,1.2896687499999867e-4
B-,-0.0014258069999999983
C+,0.0010589799999999971
C,-0.0018960405882352893
C-,2.9529818181818105e-4
NA,7.553144654087999e-6
S,0.014568592499999995
A+,-0.0025888242857142756
A,-0.002827760833333338
A-,0.0017601975000000052
B+,2.069100000000006e-4
B,4.290081250000019e-4
B-,-2.3559899999999953e-4
C+,-2.5046333333333465e-4
C,-1.993217647058783e-4
C-,-7.67001818181818e-4
NA,-2.268786163522075e-5
S,-0.002431062500000009
A+,-0.001364398571428567
A,-0.0010868308333333385
A-,-1.2762583333333338e-4
B+,-0.0010238025000000035
B,5.955668749999996e-4
B-,-0.0021082929999999985
C+,3.796566666666648e-4
C,4.5702529411765233e-4
C-,-0.0013977199999999996
NA,1.5755685534591432e-5
S,-0.0073326924999999946
A+,5.8484285714287635e-5
A,-0.002299095833333339
A-,0.0013474324999999958
B+,-2.585949999999999e-4
B,2.1482687500000116e-4
B-,0.0013959350000000016
C+,-0.0011341000000000027
C,-2.0735588235293672e-4
C-,2.524890909090909e-4
NA,-2.007621383647868e-5
S,0.010283882499999994
A+,0.0032671614285714333
A,0.0015953125000000034
A-,-4.667158333333329e-4
B+,-8.203475000000019e-4
B,-6.251106250000015e-4
B-,0.0026379430000000015
C+,-9.948666666666595e-5
C,-1.1710294117646737e-4
C-,3.7040181818181903e-4
NA,-2.9183270440252885e-6
S,-0.0011339875000000068
A+,-0.005670001428571423
A,-2.409825000000045e-4
A-,-5.745416666666862e-5
B+,0.0019121099999999972
B,8.44084375e-4
B-,8.172110000000015e-4
C+,-6.663333333331666e-6
C,1.911052941176513e-4
C-,5.556963636363646e-4
NA,-8.970603773585213e-6
S,-0.0070339675
A+,-0.00853108428571429
A,3.2595083333332897e-4
A-,-0.001970949166666675
B+,6.565599999999953e-4
B,-4.8613687499999935e-4
B-,1.4559700000000097e-4
C+,-5.253933333333317e-4
C,0.0018925441176470598
C-,5.073927272727276e-4
NA,7.456440251572226e-6
S,-0.010399902500000002
A+,0.005634927142857148
A,0.0026479408333333304
A-,1.8377749999999514e-4
B+,-0.001127260000000001
B,4.3487812500000094e-4
B-,0.0017447169999999998
C+,3.242499999999987e-4
C,1.331311764705941e-4
C-,4.612309090909091e-4
NA,4.9372314465409e-5
S,0.011105352499999997
A+,0.006515115714285726
A,-0.0011293575
A-,-7.40200833333329e-4
B+,0.0024489424999999984
B,9.791874999998564e-6
B-,-4.6948099999999794e-4
C+,-2.7867e-4
C,-9.576852941176426e-4
C-,-7.327272727272717e-5
NA,9.789496855345723e-6
S,0.014454892499999997
A+,-0.003962238571428572
A,5.618758333333332e-4
A-,-4.2973416666666764e-4
B+,0.002670759999999997
B,-3.8557687499999785e-4
B-,-7.949029999999993e-4
C+,8.501833333333326e-4
C,6.746405882353008e-4
C-,-8.23056363636363e-4
NA,-3.1511962264152024e-5
S,0.0033083425000000007
A+,0.0058776785714285745
A,-0.001521242499999996
A-,-0.004303962500000007
B+,-0.00052236750000000335
B,-1.620368749999978e-4
B-,-6.087609999999991e-4
C+,-5.906599999999998e-4
C,0.0013569805882353027
C-,6.036763636363627e-4
NA,3.692320754716988e-5
S,0.0128602525
A+,-0.002033889999999997
A,-2.649158333333289e-4
A-,0.003233497499999999
B+,2.740000000000248e-5
B,-7.393593749999983e-4
B-,1.8927300000000144e-4
C+,-6.127666666666636e-5
C,-1.7149823529411488e-4
C-,1.0616545454545386e-4
NA,-4.988666666666924e-6
S,0.011753387500000004
A+,0.004438092857142858
A,0.003098692500000002
A-,2.3584166666659752e-5
B+,2.0250000000020453e-6
B,4.797062499999853e-5
B-,4.2623300000000204e-4
C+,-4.506699999999988e-4
C,4.1719588235294665e-4
C-,-7.771218181818177e-4
NA,6.694213836474575e-7
S,-3.547474999999963e-4
A+,0.002676207142857142
A,-5.639583333333059e-5
A-,0.002514114166666667
B+,0.002206467500000003
B,6.727168749999985e-4
B-,-5.967029999999985e-4
C+,-2.7169999999999804e-4
C,-6.533629411764653e-4
C-,-1.870872727272725e-4
NA,-3.607784905660458e-5
S,-4.7711250000000757e-4
A+,0.0033487071428571456
A,-0.0029602575000000036
A-,0.0015745341666666662
B+,-0.0027978525000000006
B,-0.0011347493750000009
B-,5.80715000000001e-4
C+,0.0011565699999999991
C,-0.0012123452941176437
C-,7.85254545454545e-4
NA,-1.4056641509434374e-5
S,0.004401432500000008
A+,-5.79844285714284e-4
A,0.0033992175000000006
A-,-8.837574999999996e-4
B+,-0.002513517500000001
B,-5.559993749999967e-4
B-,-1.9898899999999743e-4
C+,1.7716666666665212e-5
C,-0.0015687311764705828
C-,5.789654545454545e-4
NA,1.1872490566037774e-5
S,0.005657657500000006
A+,4.944414285714305e-4
A,7.470374999999977e-4
A-,-0.0010994741666666666
B+,-5.332225000000013e-4
B,-2.768356249999995e-4
B-,7.693870000000003e-4
C+,2.3684666666666602e-4
C,4.228594117647075e-4
C-,-2.0377636363636358e-4
NA,-7.423030188679356e-5
S,0.009994457500000007
A+,-0.009803121428571425
A,7.965416666667107e-5
A-,3.9747083333333807e-4
B+,0.001141497499999999
B,1.659493749999984e-4
B-,-3.77448999999999e-4
C+,0.0012577433333333316
C,-0.0017428699999999955
C-,3.657345454545452e-4
NA,2.045759748427708e-5
S,0.0157719125
A+,-0.005450855714285712
A,0.0013517374999999986
A-,-4.4021916666666365e-4
B+,0.002586132499999998
B,1.4565062500000085e-4
B-,-4.718069999999988e-4
C+,-4.5187333333333125e-4
C,-1.0752352941169928e-5
C-,-2.489090909090921e-6
NA,5.300163522012352e-6
S,-0.028616337500000005
A+,0.005191127142857134
A,-0.0025680758333333316
A-,0.0014112474999999991
B+,0.0019063950000000015
B,-2.12304375000002e-4
B-,1.454250000000008e-4
C+,-4.025999999999866e-5
C,4.6159411764712e-5
C-,-5.917763636363633e-4
NA,3.0967169811320643e-6
S,-0.021134987499999997
A+,0.00108420714285714
A,0.002678697499999998
A-,0.001004472499999996
B+,0.0028853724999999986
B,-1.8195937499999754e-4
B-,8.571990000000031e-4
C+,-3.1058999999999997e-4
C,0.0020469335294117665
C-,2.4593090909090943e-4
NA,5.164666666666579e-6
S,9.487625000000025e-4
A+,0.005418481428571432
A,0.0026835174999999987
A-,9.077858333333264e-4
B+,1.2907749999999837e-4
B,6.088668749999997e-4
B-,-2.7273099999999893e-4
C+,-2.5210000000001725e-5
C,-7.033205882352879e-4
C-,4.6223272727272634e-4
NA,1.4017069182389926e-5
S,-0.009109402500000007
A+,-0.004797507142857139
A,9.8032083333333e-4
A-,0.0021735591666666686
B+,3.556049999999982e-4
B,-5.108531250000008e-4
B-,-0.0010471669999999982
C+,4.2135333333333393e-4
C,0.0012501829411764723
C-,2.925600000000007e-4
NA,-4.22562893081765e-5
S,-0.003892417500000005
A+,-0.012122867142857143
A,-0.0013516208333333346
A-,0.001566587499999998
B+,-3.3627000000000114e-4
B,4.5141062499999963e-4
B-,-3.874699999999928e-5
C+,-2.3245666666666648e-4
C,4.879217647058855e-4
C-,-4.1399272727272806e-4
NA,-2.4418654088050587e-5
S,0.009987657500000007
A+,0.0023487385714285685
A,-0.002161117499999998
A-,7.188416666666593e-5
B+,0.0011759424999999999
B,4.047687500000219e-5
B-,1.0600900000000192e-4
C+,0.0010735866666666657
C,-1.0881941176470174e-4
C-,-8.710236363636369e-4
NA,3.70793081761018e-5
S,-0.001961222499999999
A+,-4.5687857142857457e-4
A,6.43142499999998e-4
A-,0.0014522408333333364
B+,-2.566624999999995e-4
B,9.552562500000186e-5
B-,8.818589999999999e-4
C+,-7.487533333333349e-4
C,-3.1991705882352637e-4
C-,2.996799999999995e-4
NA,1.259596226415097e-5
S,-0.015349132500000003
A+,0.008695390000000008
A,0.0017739991666666656
A-,-0.0031788875000000067
B+,0.0016569399999999972
B,1.1988437499999908e-4
B-,-4.985829999999994e-4
C+,-6.67333333333332e-4
C,-0.002064620588235289
C-,-0.0014327254545454542
NA,2.435106918238873e-6
S,-0.011390777499999998
A+,0.004731830000000002
A,0.0013615791666666635
A-,0.0019824574999999967
B+,-3.1465999999999894e-4
B,-7.214281249999983e-4
B-,-0.001077208999999998
C+,6.660000000000079e-5
C,6.648935294117665e-4
C-,6.945072727272732e-4
NA,-2.4577484276733533e-6
S,-5.589424999999957e-4
A+,8.541471428571447e-4
A,0.0032459775000000047
A-,0.0021082941666666632
B+,1.318600000000009e-4
B,-1.8994437500000292e-4
B-,-0.0011894509999999996
C+,7.965599999999972e-4
C,0.0015145264705882365
C-,2.621909090909089e-4
NA,-6.660490566037948e-6
S,-0.009011062499999997
A+,-0.0022207614285714265
A,-0.003360830833333334
A-,0.0013382674999999978
B+,0.0017833899999999982
B,-8.350568750000016e-4
B-,-1.3243899999999757e-4
C+,-3.619666666666924e-5
C,5.350123529411822e-4
C-,7.886727272727287e-5
NA,1.2768767295597402e-5
S,0.0018068974999999943
A+,5.364357142857136e-4
A,-3.152241666666685e-4
A-,9.285325000000003e-4
B+,4.673449999999959e-4
B,-3.697743749999992e-4
B-,4.1623900000000135e-4
C+,4.3803666666666707e-4
C,0.001860464117647063
C-,8.103345454545459e-4
NA,-4.354753459119574e-5
S,0.0107067425
A+,0.00735504142857143
A,2.2284250000000443e-4
A-,-0.004164064166666674
B+,5.42799999999989e-5
B,1.1496687500000099e-4
B-,-0.001278446999999999
C+,0.001288666666666666
C,3.79722941176472e-4
C-,-6.589163636363636e-4
NA,-2.243961006289382e-5
S,-2.9437500000002545e-5
A+,-0.005457932857142863
A,-0.001018015833333337
A-,-9.981708333333334e-4
B+,-6.198425000000015e-4
B,-2.668756250000013e-4
B-,5.086870000000031e-4
C+,3.107899999999977e-4
C,-0.0013772076470588194
C-,2.4030363636363662e-4
NA,-8.671735849056762e-6
S,-0.0117899775
A+,0.00586140428571429
A,7.366941666666704e-4
A-,-0.0016625091666666713
B+,0.0021413375
B,-4.8903124999999605e-5
B-,1.99661000000001e-4
C+,-1.261566666666677e-4
C,-2.0948529411764273e-4
C-,5.841890909090912e-4
NA,3.117412578616435e-5
S,0.001044932500000002
A+,0.004406047142857152
A,0.0010793024999999983
A-,0.0017877208333333307
B+,-0.0011443025000000004
B,-2.861793749999982e-4
B-,6.595710000000018e-4
C+,6.632200000000008e-4
C,-2.1938647058822983e-4
C-,1.3755818181818212e-4
NA,9.659811320754706e-6
S,-0.0193539975
A+,0.008535347142857145
A,-0.0012857425000000046
A-,-5.829583333333547e-5
B+,-0.0013948125000000033
B,-1.1691812499999742e-4
B-,4.0471100000000063e-4
C+,2.2581999999999935e-4
C,5.942911764705946e-4
C-,2.7649454545454553e-4
NA,1.2193496855345932e-5
S,0.005579047500000004
A+,-0.0023842871428571303
A,3.303975000000043e-4
A-,-2.1310250000000029e-4
B+,6.43442499999998e-4
B,-7.212931250000018e-4
B-,1.8201100000000216e-4
C+,-4.245233333333359e-4
C,-0.0011432523529411726
C-,-0.001310954545454545
NA,-2.9424264150944358e-5
S,-0.0039274025
A+,0.003228801428571435
A,-9.344308333333329e-4
A-,-0.001048462499999996
B+,0.002405942499999997
B,5.156843749999998e-4
B-,-2.809999999987648e-7
C+,-3.2202999999999984e-4
C,-5.664464705882313e-4
C-,0.001581787272727272
NA,2.231251572327045e-5
S,-0.0144552475
A+,-0.007564967142857143
A,-7.555341666666622e-4
A-,-1.2219416666666387e-4
B+,7.86574999999999e-4
B,5.53131874999998e-4
B-,-0.0016826689999999982
C+,-1.1035000000000039e-4
C,-4.5247588235293847e-4
C-,1.177454545454548e-4
NA,2.372066666666678e-5
S,-0.0032271324999999995
A+,0.004941758571428572
A,0.0025967841666666705
A-,6.071774999999933e-4
B+,-9.138250000000234e-5
B,7.383562500000128e-5
B-,8.096230000000007e-4
C+,4.255266666666648e-4
C,-5.154570588235265e-4
C-,-1.9905454545455342e-5
NA,-8.333949685534995e-6
S,-0.011049807499999998
A+,-0.001822267142857139
A,-0.0016851358333333298
A-,8.478583333332916e-5
B+,7.010800000000003e-4
B,1.5844312499999964e-4
B-,-0.0012311089999999985
C+,-1.6870333333333245e-4
C,-2.4454176470587943e-4
C-,0.0012328000000000007
NA,1.5275710691823867e-5
S,9.120924999999978e-4
A+,-0.002690821428571431
A,-0.0025963541666666626
A-,1.7230916666666148e-4
B+,-0.002265020000000001
B,5.252093749999992e-4
B-,6.658100000000132e-5
C+,-9.635600000000023e-4
C,9.64195882352949e-4
C-,7.757854545454546e-4
NA,-1.3268893081761289e-5
S,0.017635462500000008
A+,-2.60047142857146e-4
A,-4.4546749999999834e-4
A-,4.1321749999999595e-4
B+,-0.0020924324999999984
B,-2.7717562499999853e-4
B-,9.14599000000003e-4
C+,-3.196333333333361e-4
C,0.0010530688235294151
C-,1.2558181818181753e-4
NA,8.006276729559643e-6
S,0.0105511425
A+,0.003371284285714291
A,-2.120416666666559e-5
A-,0.001504810833333335
B+,0.0020580149999999994
B,9.286506249999985e-4
B-,6.662170000000018e-4
C+,2.1930333333333095e-4
C,3.739335294117697e-4
C-,-6.92327272727273e-5
NA,3.461420125786194e-5
S,-0.006576032499999995
A+,0.0018109471428571437
A,-0.001205895833333337
A-,0.0016102808333333287
B+,1.2114999999999903e-4
B,4.4588125000002307e-5
B-,7.889300000000135e-5
C+,2.4779999999998265e-5
C,4.4207470588236166e-4
C-,0.001127352727272727
NA,-3.83766415094343e-5
S,-0.018780532500000006
A+,-0.008665338571428573
A,0.0017188591666666665
A-,0.0015013391666666705
B+,5.241624999999981e-4
B,-3.7412687500000086e-4
B-,-6.652499999999727e-5
C+,6.804333333333334e-4
C,-0.0017506947058823494
C-,4.215454545454551e-4
NA,1.624142138364829e-5
S,-0.011825412500000002
A+,6.212128571428622e-4
A,0.002909759166666666
A-,4.297074999999964e-4
B+,0.0010330074999999957
B,0.001094649374999998
B-,3.529490000000025e-4
C+,-7.402166666666662e-4
C,-4.475123529411718e-4
C-,5.421327272727267e-4
NA,-8.809698113207713e-6
S,-0.011504797499999992
A+,0.004729175714285717
A,0.0043971391666666635
A-,0.002965177500000005
B+,-2.0796500000000028e-4
B,9.873743749999981e-4
B-,6.024850000000023e-4
C+,5.478233333333326e-4
C,7.188135294117679e-4
C-,-3.64832727272727e-4
NA,6.933421383647712e-6
S,-0.01613390249999999
A+,-0.0072424299999999915
A,7.088083333333303e-5
A-,-0.002783075833333338
B+,-0.001058997499999999
B,0.0012405743750000002
B-,0.0011261730000000005
C+,5.361600000000007e-4
C,4.696700000000075e-4
C-,1.9108363636363666e-4
NA,-6.914919496855421e-5
S,0.0077380224999999995
A+,4.611928571428569e-4
A,0.0016074791666666683
A-,-0.0029610341666666726
B+,0.0014507074999999987
B,-4.004331250000014e-4
B-,-2.068369999999994e-4
C+,-6.340666666666742e-5
C,-8.599099999999964e-4
C-,-1.5721999999999996e-4
NA,1.6689522012579134e-5
S,-0.012247677500000003
A+,0.006752587142857148
A,-0.0014503291666666627
A-,0.0018246875000000019
B+,-7.585249999999807e-5
B,-8.490187499999858e-5
B-,5.87849000000003e-4
C+,-2.702933333333314e-4
C,-0.0019178794117647008
C-,8.365454545453694e-6
NA,7.152490566037874e-6
S,0.003546232499999997
A+,-0.0019275642857142796
A,-0.0016286291666666628
A-,-0.0023323791666666734
B+,9.731400000000012e-4
B,4.8184312500000034e-4
B-,3.8587700000000105e-4
C+,2.8677333333333087e-4
C,0.0012305735294117696
C-,-4.2278181818181766e-4
NA,-1.0103710691824204e-5
S,0.0082953625
A+,-0.0011177557142857091
A,0.0016896991666666707
A-,-0.0010809458333333397
B+,-0.0020337950000000027
B,-8.244556250000012e-4
B-,-1.0671099999999888e-4
C+,1.8804333333333206e-4
C,0.0010872417647058887
C-,4.046254545454544e-4
NA,9.273949685534483e-6
S,-0.018766477500000003
A+,6.239900000000097e-4
A,-0.0010448058333333288
A-,-0.0016588441666666627
B+,0.002645200000000001
B,1.0270687499999895e-4
B-,5.653210000000022e-4
C+,5.110966666666641e-4
C,-7.114370588235274e-4
C-,2.1173636363636282e-4
NA,1.6115031446540888e-5
S,-0.00934357750000001
A+,-0.004497127142857141
A,9.125808333333316e-4
A-,0.0012422341666666707
B+,3.464525000000021e-4
B,0.0010677743749999994
B-,3.9010500000000154e-4
C+,-1.6764666666666594e-4
C,8.036064705882386e-4
C-,-4.782927272727275e-4
NA,-1.306056603773605e-5
S,0.0013085425000000012
A+,0.0058341042857142835
A,0.00507010583333334
A-,-4.7936249999999995e-4
B+,3.2327749999999693e-4
B,2.184268749999982e-4
B-,2.706550000000009e-4
C+,-1.9271333333333441e-4
C,3.0514764705882836e-4
C-,2.2647272727272793e-4
NA,-3.606182389937212e-5
S,0.006823167499999994
A+,0.003568072857142859
A,-0.0018999708333333391
A-,4.257841666666649e-4
B+,9.470250000000025e-4
B,-5.369543749999989e-4
B-,-4.3668499999999753e-4
C+,4.6324999999999687e-4
C,-0.0010298194117647017
C-,-7.838781818181815e-4
NA,-7.773094339622965e-6
S,-0.010331182500000006
A+,0.002036467142857141
A,-4.550358333333298e-4
A-,-1.3825083333333569e-4
B+,3.6312750000000026e-4
B,-3.3340312499999995e-4
B-,0.001161609
C+,7.904999999999765e-5
C,8.007900000000071e-4
C-,0.0013267999999999997
NA,-3.0358125786164162e-5
S,0.024905627500000006
A+,-0.006305101428571419
A,4.093308333333352e-4
A-,0.003484309166666672
B+,0.002614562500000001
B,-1.7293812499999926e-4
B-,-3.2328099999999786e-4
C+,6.911999999999751e-5
C,-7.35076470588214e-5
C-,-2.0214363636363608e-4
NA,-4.819937106918431e-6
S,-0.014026387500000004
A+,-0.01178983571428571
A,-0.0032309391666666717
A-,0.0018067808333333292
B+,0.0027953749999999984
B,-1.8971937500000078e-4
B-,-0.001120038999999999
C+,-8.988066666666642e-4
C,1.1244058823529695e-4
C-,1.702200000000003e-4
NA,-6.9375471698115376e-06
S,0.013471937500000012
A+,-0.0062059814285714285
A,0.0014771141666666647
A-,-2.372058333333299e-4
B+,-0.0014046774999999997
B,-8.970106250000016e-4
B-,5.391270000000006e-4
C+,-3.5322333333333424e-4
C,5.385100000000031e-4
C-,-0.0012363618181818175
NA,2.8813245283019583e-5
S,0.008144867500000003
A+,-0.001976335714285724
A,-0.0027647675
A-,-0.0016140108333333406
B+,1.3371500000000262e-4
B,5.854156250000004e-4
B-,-9.61150999999999e-4
C+,-2.5467333333333486e-4
C,-8.913229411764664e-4
C-,0.0010045472727272721
NA,-2.353845283018862e-5
S,-0.005991317499999996
A+,-0.0035731814285714252
A,-6.108958333333346e-4
A-,-4.2782916666666583e-4
B+,0.001378299999999999
B,5.0680625000000744e-5
B-,-7.914189999999996e-4
C+,8.976199999999989e-4
C,-8.791982352941134e-4
C-,8.055618181818185e-4
NA,2.5509899371069222e-5
S,-0.0016083924999999995
A+,0.0024466728571428537
A,0.0034591341666666653
A-,8.076808333333306e-4
B+,-0.0020842550000000027
B,-9.53486875e-4
B-,-0.001995146999999998
C+,-6.779700000000017e-4
C,-4.879229411764686e-4
C-,-5.337636363636362e-4
NA,-1.8756792452830906e-5
S,0.012568527499999996
A+,-1.0414428571428721e-4
A,0.0015031825
A-,0.0012712358333333386
B+,0.0011088349999999992
B,-6.478937500000108e-5
B-,3.7955100000000076e-4
C+,6.439666666666851e-5
C,-2.3314294117646493e-4
C-,-6.405600000000001e-4
NA,-2.3922641509435135e-6
S,0.0023608474999999925
A+,-0.0013876185714285683
A,0.0045065241666666705
A-,0.002092247499999999
B+,-0.0011434525000000018
B,-8.128556250000024e-4
B-,-3.291449999999979e-4
C+,9.192766666666681e-4
C,-1.0421705882352443e-4
C-,-6.48625454545455e-4
NA,4.568602515723301e-5
S,-0.006952962500000004
A+,-0.0042442499999999946
A,-0.002389670833333331
A-,-0.002730224166666673
B+,-1.7587750000000322e-4
B,-0.0010768506250000002
B-,-1.3716899999999848e-4
C+,2.3949333333333125e-4
C,0.0023098288235294208
C-,6.128109090909087e-4
NA,2.2553396226414965e-5
S,-0.010212152500000009
A+,-2.4280714285713549e-4
A,1.098858333333373e-4
A-,0.0010222524999999947
B+,5.283600000000008e-4
B,1.0251937499999979e-4
B-,-3.953689999999985e-4
C+,-6.983266666666665e-4
C,-6.528323529411724e-4
C-,9.656490909090915e-4
NA,3.7254968553457727e-6
S,0.009078332499999998
A+,-0.002076884285714279
A,-0.0023754525000000003
A-,0.0029333625000000003
B+,-5.98727499999997e-4
B,-2.872031249999991e-4
B-,-3.1499699999999926e-4
C+,9.937899999999983e-4
C,0.0017640923529411818
C-,-9.556090909090909e-4
NA,-8.205572327044276e-6
S,0.0032137675000000047
A+,0.00965121571428572
A,-3.1413249999999877e-4
A-,-0.003166127500000005
B+,0.002358740000000001
B,-4.3501937500000195e-4
B-,-4.887699999999828e-5
C+,7.886666666666527e-5
C,-0.0018627747058823495
C-,-7.008327272727268e-4
NA,1.3193421383647841e-5
S,-0.010137317500000001
A+,0.00208484428571429
A,0.002734482499999998
A-,-3.8535749999999943e-4
B+,-0.004169350000000001
B,-5.027168749999993e-4
B-,-3.9872999999998065e-5
C+,8.720333333333336e-5
C,-3.701888235294102e-4
C-,-6.740581818181813e-4
NA,-6.544025157235298e-7
S,0.001807502500000003
A+,0.007710621428571427
A,-2.821408333333312e-4
A-,5.353675000000002e-4
B+,-0.0015764900000000027
B,5.390431249999993e-4
B-,5.113610000000002e-4
C+,-6.369599999999998e-4
C,-8.743252941176433e-4
C-,1.8650181818181862e-4
NA,1.1336616352201415e-5
S,0.01505918749999999
A+,-0.010673418571428573
A,-9.728891666666659e-4
A-,-5.967091666666709e-4
B+,-0.001348025000000003
B,-1.1163812499999974e-4
B-,-9.364049999999981e-4
C+,0.0011648766666666644
C,-4.4817823529411474e-4
C-,-8.4868e-4
NA,1.05722389937108e-5
S,0.0017542874999999993
A+,0.001223652857142862
A,-1.6083249999999756e-4
A-,-0.0028425041666666636
B+,0.0011744649999999995
B,7.134312500000145e-5
B-,7.329810000000004e-4
C+,4.3296666666666443e-4
C,-5.723029411764647e-4
C-,4.9596363636363375e-5
NA,-2.976245283018929e-5
S,-0.0180403625
A+,-0.009710201428571423
A,-5.532083333333588e-5
A-,-2.8059416666667087e-4
B+,0.0024937675000000024
B,-5.651812499999847e-5
B-,8.707750000000013e-4
C+,2.3787000000000108e-4
C,3.128688235294182e-4
C-,-0.0010534036363636363
NA,-2.12999371069188e-5
S,0.018370727499999996
A+,0.0011314185714285693
A,1.0192416666666904e-4
A-,0.0023807575
B+,-0.002467470000000003
B,3.818156250000009e-4
B-,1.0694100000000139e-4
C+,-2.677333333333441e-5
C,0.0012156982352941209
C-,-0.0016285054545454537
NA,7.215911949685353e-6
S,0.0258839175
A+,0.003119378571428577
A,0.0012879208333333309
A-,-6.091175000000051e-4
B+,-0.0010345574999999982
B,-7.070118749999987e-4
B-,-6.601869999999972e-4
C+,1.1314999999999779e-4
C,1.3303941176470846e-4
C-,-2.616345454545453e-4
NA,1.9396742138364883e-5
S,0.0022614624999999994
A+,0.005484172857142856
A,0.0015067508333333286
A-,0.0023441591666666702
B+,9.032099999999992e-4
B,-4.6047562500000093e-4
B-,-5.281009999999975e-4
C+,-8.36366666666687e-5
C,-0.0015056829411764642
C-,0.0011738200000000008
NA,-2.2841547169811763e-5
S,-0.017535397500000008
A+,-4.275242857142804e-4
A,0.002162537500000005
A-,0.002789480833333337
B+,-0.0010605350000000007
B,-9.070731249999992e-4
B-,2.755430000000014e-4
C+,-1.951533333333329e-4
C,8.330311764705961e-4
C-,-0.0010252890909090912
NA,2.9655509433962516e-5
S,0.0015730774999999934
A+,-0.0016575700000000017
A,0.001972242500000006
A-,2.009975000000054e-4
B+,0.0010549849999999996
B,2.2022562499999813e-4
B-,-8.738389999999982e-4
C+,7.757833333333328e-4
C,4.420100000000062e-4
C-,5.189618181818186e-4
NA,4.118781132075471e-5
S,-0.004704752499999995
A+,-0.005316887142857141
A,-0.004027767499999997
A-,1.0154416666665991e-4
B+,-0.002283842500000003
B,1.0880812500000166e-4
B-,-1.9984299999999835e-4
C+,-8.313733333333317e-4
C,0.001238574705882358
C-,7.718509090909088e-4
NA,1.9772289308176082e-5
S,-0.0185332375
A+,-0.003919749999999996
A,0.0034957658333333312
A-,-0.003446797499999997
B+,1.1980249999999852e-4
B,3.0552437499999807e-4
B-,-5.99186999999999e-4
C+,1.9823333333333112e-4
C,7.472676470588313e-4
C-,-2.585800000000002e-4
NA,-2.43443899371077e-5
S,-0.0064082675
A+,0.005259667142857149
A,0.0012238474999999968
A-,-0.002646240833333339
B+,-0.001178332499999998
B,2.515706249999984e-4
B-,3.839250000000013e-4
C+,1.521799999999987e-4
C,-7.724629411764656e-4
C-,6.131418181818181e-4
NA,-1.900464150943452e-5
S,-0.003364557500000007
A+,0.008014355714285715
A,0.0011550941666666724
A-,0.001502250833333339
B+,0.0029176225000000005
B,7.923706249999996e-4
B-,-2.138289999999975e-4
C+,9.923733333333342e-4
C,3.760652941176483e-4
C-,2.584763636363637e-4
NA,-2.1256226415095847e-6
S,0.001586017499999995
A+,0.00904217857142857
A,0.003180479166666667
A-,0.003993695833333339
B+,-2.338025000000007e-4
B,-3.830768749999969e-4
B-,0.0010324770000000006
C+,-2.4750999999999983e-4
C,8.731100000000046e-4
C-,-2.799618181818189e-4
NA,4.933295597484284e-6
S,-0.010594957500000005
A+,6.670414285714375e-4
A,-0.004509900833333333
A-,-0.001363320833333336
B+,0.00171904
B,-6.895606249999991e-4
B-,9.107000000001714e-6
C+,-7.470333333333522e-5
C,-2.613005882352887e-4
C-,-6.063672727272727e-4
NA,-9.281383647800363e-7
S,0.0016518925000000026
A+,0.003120170000000001
A,-0.001270319166666671
A-,0.0013345475000000055
B+,0.0011829174999999986
B,6.747281250000018e-4
B-,1.5889299999999974e-4
C+,2.3941333333333175e-4
C,2.3160647058824248e-4
C-,-9.946509090909086e-4
NA,5.372062893081743e-6
S,0.012377397499999996
A+,-0.0010217728571428537
A,-0.0017545241666666641
A-,-5.150291666666687e-4
B+,-5.029724999999999e-4
B,0.001326488124999999
B-,0.0010291550000000025
C+,1.2063333333333397e-4
C,1.923311764705914e-4
C-,-1.935636363636366e-4
NA,9.615459119496746e-6
S,0.025303562499999998
A+,0.002150198571428573
A,-0.002845004166666665
A-,4.0730083333332854e-4
B+,0.0016723749999999972
B,9.47606250000005e-5
B-,-2.2840999999998974e-5
C+,-3.589200000000014e-4
C,9.33341764705887e-4
C-,-2.4882363636363606e-4
NA,5.403861635220112e-6
S,-0.009408257500000006
A+,-0.0025612471428571393
A,-0.001722915833333337
A-,0.002838159166666662
B+,-8.239675000000012e-4
B,1.2671812499999842e-4
B-,-0.0011565529999999988
C+,3.1402999999999856e-4
C,3.6196529411765185e-4
C-,-1.9542000000000035e-4
NA,6.970503144653962e-6
S,0.005435837500000004
A+,-0.006827555714285708
A,0.0015781691666666674
